titres,adresses,liens,categorie,type,lon,lat
Terrain de sports du gymnase Colbert,"3 rue Louis Chapuy, 69008 Lyon",https://www.lyon.fr/lieu/terrain-de-sport/terrain-de-sports-du-gymnase-colbert,terrain-de-sport,sport,4.8597,45.7462
Terrain de sports du gymnase Eisenhower,"Avenue  Général Eisenhower, 69005 Lyon",https://www.lyon.fr/lieu/terrain-de-sport/terrain-de-sports-du-gymnase-eisenhower,terrain-de-sport,sport,4.78,45.7508
Terrain de sports du gymnase Gabriel Rosset,"15 avenue du Château de Gerland, 69007 Lyon",https://www.lyon.fr/lieu/terrain-de-sport/terrain-de-sports-du-gymnase-gabriel-rosset,terrain-de-sport,sport,4.8401,45.7275
Terrain de sports du gymnase Grignard,"177 avenue Paul Santy, 69008 Lyon",https://www.lyon.fr/lieu/terrain-de-sport/terrain-de-sports-du-gymnase-grignard,terrain-de-sport,sport,4.8838,45.7268
Terrain de sports du gymnase Jean Moulin,"10 montée du Télégraphe, 69005 Lyon",https://www.lyon.fr/lieu/terrain-de-sport/terrain-de-sports-du-gymnase-jean-moulin,terrain-de-sport,sport,4.819,45.7581
Terrain de sports du gymnase Jean Zay,"1 rue Jean Zay, 69009 Lyon",https://www.lyon.fr/lieu/terrain-de-sport/terrain-de-sports-du-gymnase-jean-zay,terrain-de-sport,sport,4.804,45.7673
Terrain de sports du gymnase Jeunet,"12 rue Jeunet, 69005 Lyon",https://www.lyon.fr/lieu/terrain-de-sport/terrain-de-sports-du-gymnase-jeunet,terrain-de-sport,sport,4.7897,45.7482
Terrain de sports du gymnase Tissot,"9 rue Laure Diebold, 69009 Lyon",https://www.lyon.fr/lieu/terrain-de-sport/terrain-de-sports-du-gymnase-tissot,terrain-de-sport,sport,4.8021,45.7773
Terrain de sports du gymnase Viviani,"23 rue Berty Albrecht, 69008 Lyon",https://www.lyon.fr/lieu/terrain-de-sport/terrain-de-sports-du-gymnase-viviani,terrain-de-sport,sport,4.8657,45.7266
Stade Dumont,"36 rue Antoine Dumont, 69008 Lyon",https://www.lyon.fr/lieu/terrain-de-sport/stade-dumont,terrain-de-sport,sport,4.8566,45.7328
Terrain de sports Edmond Locard,"67 rue Docteur Edmond Locard, 69005 Lyon",https://www.lyon.fr/lieu/terrain-de-sport/terrain-de-sports-edmond-locard,terrain-de-sport,sport,4.7988,45.7595
Terrain de sports les Bleuets,"rue Marcel Cerdan, 69009 Lyon",https://www.lyon.fr/lieu/terrain-de-sport/terrain-de-sports-les-bleuets,terrain-de-sport,sport,4.7945,45.7878
Terrain de proximité Thiers,"168 avenue Thiers, 69006 Lyon",https://www.lyon.fr/lieu/terrain-de-sport/terrain-de-proximite-thiers,terrain-de-sport,sport,4.8613,45.7678
Terrain de sports Monplaisir-Lumière,"25 avenue des Frères Lumière, 69008 Lyon",https://www.lyon.fr/lieu/terrain-de-sport/terrain-de-sports-monplaisir-lumiere,terrain-de-sport,sport,4.8641,45.7464
Terrain de sports Lycée Edgar Quinet,"16 place Edgar Quinet, 69006 Lyon",https://www.lyon.fr/lieu/terrain-de-sport/terrain-de-sports-lycee-edgar-quinet,terrain-de-sport,sport,4.846,45.7653
Terrain de sports Marc Bloch,"68 rue Chevreul, 69007 Lyon",https://www.lyon.fr/lieu/terrain-de-sport/terrain-de-sports-marc-bloch,terrain-de-sport,sport,4.8444,45.7464
Terrain de sports Meynis,"6 rue Meynis, 69003 Lyon",https://www.lyon.fr/lieu/terrain-de-sport/terrain-de-sports-meynis,terrain-de-sport,sport,4.8701,45.7553
Terrain de sports Montribloud,"13 rue de la Chapelle, 69009 Lyon",https://www.lyon.fr/lieu/terrain-de-sport/terrain-de-sports-montribloud,terrain-de-sport,sport,4.7878,45.7654
Terrain de sports Morat,"30 rue Professeur Morat, 69008 Lyon",https://www.lyon.fr/lieu/terrain-de-sport/terrain-de-sports-morat,terrain-de-sport,sport,4.8792,45.7349
Terrain de sports Mouriquand,"Square Edouard Mouriquand, 69009 Lyon",https://www.lyon.fr/lieu/terrain-de-sport/terrain-de-sports-mouriquand,terrain-de-sport,sport,4.824,45.7962
Terrain de sports Philibert Delorme,"159 route de Vienne, 69008 Lyon",https://www.lyon.fr/lieu/terrain-de-sport/terrain-de-sports-philibert-delorme,terrain-de-sport,sport,4.8552,45.7355
Terrain de sports Sauvagère,"Quai Paul Sédallian, 69009 Lyon",https://www.lyon.fr/lieu/terrain-de-sport/terrain-de-sports-sauvagere,terrain-de-sport,sport,4.8226,45.7947
Terrain de sports Trion,"7 place de Trion, 69005 Lyon",https://www.lyon.fr/lieu/terrain-de-sport/terrain-de-sports-trion,terrain-de-sport,sport,4.812,45.759
Terrain de sports Valensaut,"2 rue Général André, 69008 Lyon",https://www.lyon.fr/lieu/terrain-de-sport/terrain-de-sports-valensaut,terrain-de-sport,sport,4.876,45.7264
Terrain de sports Henri Ferré,"24 rue Henri Ferré, 69004 Lyon",https://www.lyon.fr/lieu/terrain-de-sport/terrain-de-sports-henri-ferre,terrain-de-sport,sport,4.816,45.7783
Terrain de sports Marcel Pagnol I,"52 rue Lieutenant Colonel Girard, 69007 Lyon",https://www.lyon.fr/lieu/terrain-de-sport/terrain-de-sports-marcel-pagnol-i,terrain-de-sport,sport,4.8244,45.7352
Terrain de sports Marcel Pagnol II,"48 avenue Leclerc, 69007 Lyon",https://www.lyon.fr/lieu/terrain-de-sport/terrain-de-sports-marcel-pagnol-ii,terrain-de-sport,sport,4.8249,45.7361
Fourrière automobile municipale,"38 rue Pierre Sémard, 69007 Lyon",https://www.lyon.fr/lieu/transport-urbain/fourriere-automobile-municipale,transport-urbain,transport,4.8444,45.7409
Auberge de jeunesse du Vieux-Lyon,"41-45 montée du Chemin Neuf, 69005 Lyon",https://www.lyon.fr/lieu/tourisme/auberge-de-jeunesse-du-vieux-lyon,tourisme,initiatives,4.8242,45.7593
Ethic Etapes - CISL Lyon,"103 boulevard des Etats-Unis, 69008 Lyon",https://www.lyon.fr/lieu/tourisme/ethic-etapes-cisl-lyon,tourisme,initiatives,4.8676,45.7299
Office du Tourisme et des Congrès du Grand Lyon,"Place Bellecour, 69214 Lyon Cedex 02",https://www.lyon.fr/lieu/tourisme/office-du-tourisme-et-des-congres-du-grand-lyon,tourisme,initiatives,4.83,45.757
Compagnie Nationale du Rhône,"2 rue André Bonin, 69004 Lyon",https://www.lyon.fr/lieu/voies-navigables/compagnie-nationale-du-rhone,voies-navigables,initiatives,4.813,45.7753
Parc Antonin Poncet - LPA,"Place Antonin Poncet, 69002 Lyon",https://www.lyon.fr/lieu/lyon-parc-auto/parc-antonin-poncet-lpa,lyon-parc-auto,initiatives,4.8347,45.7563
Parc Bellecour Indigo,"Place Bellecour, 69002 Lyon",https://www.lyon.fr/lieu/parcs-stationnement/parc-bellecour-indigo,parcs-stationnement,espaces_verts,4.831,45.7584
Parc Berthelot - LPA,"99 rue de Marseille, 69007 Lyon",https://www.lyon.fr/lieu/lyon-parc-auto/parc-berthelot-lpa,lyon-parc-auto,initiatives,4.8365,45.7463
Parc Bonnefoi-Titanic,"6 rue Bonnefoi, 69003 Lyon",https://www.lyon.fr/lieu/parcs-stationnement/parc-bonnefoi-titanic,parcs-stationnement,espaces_verts,4.8454,45.7554
Théâtre de l'Anagramme,"27 rue Royale, 69001 Lyon",https://www.lyon.fr/lieu/theatre/theatre-de-lanagramme,theatre,divertissement,4.8373,45.7704
Parc Tupin (Central Park),"18 rue Tupin, 69002 Lyon",https://www.lyon.fr/lieu/parcs-stationnement/parc-tupin-central-park,parcs-stationnement,espaces_verts,4.8337,45.7628
Parc Cité internationale P2 - LPA,"100 quai Charles de Gaulle, 69006 Lyon",https://www.lyon.fr/lieu/lyon-parc-auto/parc-cite-internationale-p2-lpa,lyon-parc-auto,initiatives,4.8537,45.785
Parc Croix-Rousse - LPA,"73 rue de Belfort, 69004 Lyon",https://www.lyon.fr/lieu/lyon-parc-auto/parc-croix-rousse-lpa,lyon-parc-auto,initiatives,4.8329,45.7815
Parc Cuirassiers,"Rue des Cuirassiers, 69003 Lyon",https://www.lyon.fr/lieu/parcs-stationnement/parc-cuirassiers,parcs-stationnement,espaces_verts,4.8553,45.7599
Parc des Halles - LPA,"156 rue Garibaldi, 69003 Lyon",https://www.lyon.fr/lieu/lyon-parc-auto/parc-des-halles-lpa,lyon-parc-auto,initiatives,4.8509,45.7626
Parc Part-Dieu,"40 A rue de la Villette, 69003 Lyon",https://www.lyon.fr/lieu/parcs-stationnement/parc-part-dieu,parcs-stationnement,espaces_verts,4.8614,45.7607
Parc Capucins,"10 rue des Capucins, 69001 Lyon",https://www.lyon.fr/lieu/parcs-stationnement/parc-capucins,parcs-stationnement,espaces_verts,4.8335,45.7692
Parc Célestins - LPA,"11 place des Célestins, 69002 Lyon",https://www.lyon.fr/lieu/lyon-parc-auto/parc-celestins-lpa,lyon-parc-auto,initiatives,4.8318,45.7598
Parc des Cordeliers - LPA,"18 rue Claudia, 69002 Lyon",https://www.lyon.fr/lieu/lyon-parc-auto/parc-des-cordeliers-lpa,lyon-parc-auto,initiatives,4.8373,45.7643
Parc Gare Part-Dieu - LPA,"38 rue de la Villette, 69003 Lyon",https://www.lyon.fr/lieu/lyon-parc-auto/parc-gare-part-dieu-lpa,lyon-parc-auto,initiatives,4.8614,45.761
Parc Hôtel de Ville - LPA,"place Louis Pradel, 69001 Lyon",https://www.lyon.fr/lieu/lyon-parc-auto/parc-hotel-de-ville-lpa,lyon-parc-auto,initiatives,4.8364,45.7682
Parc Lafayette Corneille,"85 rue Pierre Corneille, 69003 Lyon",https://www.lyon.fr/lieu/parcs-stationnement/parc-lafayette-corneille,parcs-stationnement,espaces_verts,4.8441,45.763
Parc Opéra,"21 bis place Tolozan, 69001 Lyon",https://www.lyon.fr/lieu/parcs-stationnement/parc-opera,parcs-stationnement,espaces_verts,4.8375,45.7688
Parc Part-Dieu Centre commercial - LPA,"32 boulevard Eugène Deruelle, 69003 Lyon",https://www.lyon.fr/lieu/lyon-parc-auto/parc-part-dieu-centre-commercial-lpa,lyon-parc-auto,initiatives,4.8556,45.7617
Parc République - LPA,"53 place de la République, 69002 Lyon",https://www.lyon.fr/lieu/lyon-parc-auto/parc-republique-lpa,lyon-parc-auto,initiatives,4.8356,45.7607
Parc Saint Antoine - LPA,"Quai Saint Antoine, 69002 Lyon",https://www.lyon.fr/lieu/lyon-parc-auto/parc-saint-antoine-lpa,lyon-parc-auto,initiatives,4.831,45.7623
Parc Saint-Jean - LPA,"25 quai Romain Rolland, 69005 Lyon",https://www.lyon.fr/lieu/lyon-parc-auto/parc-saint-jean-lpa,lyon-parc-auto,initiatives,4.8288,45.7611
Parc Terreaux - LPA,"23 place des Terreaux, 69001 Lyon",https://www.lyon.fr/lieu/lyon-parc-auto/parc-terreaux-lpa,lyon-parc-auto,initiatives,4.8338,45.7672
Parcs Quais du Rhône - Européenne de stationnement,"Quai  Victor Augagneur, 69003 Lyon",https://www.lyon.fr/lieu/parcs-stationnement/parcs-quais-du-rhone-europeenne-de-stationnement,parcs-stationnement,espaces_verts,4.8407,45.7614
Parc Récamier,"46 quai Docteur Gailleton, 69002 Lyon",https://www.lyon.fr/lieu/parcs-stationnement/parc-recamier,parcs-stationnement,espaces_verts,4.831,45.7497
Direction régionale de la SNCF,"10 cours de Verdun, 69286 Lyon cedex 02",https://www.lyon.fr/lieu/sncf/direction-regionale-de-la-sncf,sncf,transport,4.8592,45.7609
Services de médiation familiale,"12bis rue Jean-Marie Chavant, 69007 Lyon",https://www.lyon.fr/lieu/mediation/services-de-mediation-familiale,mediation,justice,4.8473,45.7527
SYTRAL,"21 boulevard Vivier Merle, 69399 Lyon cedex 03",https://www.lyon.fr/lieu/transport-urbain/sytral,transport-urbain,transport,4.8592,45.7619
TCL,"19 boulevard Vivier Merle, 69003 Lyon",https://www.lyon.fr/lieu/transport-urbain/tcl,transport-urbain,transport,4.8591,45.7622
Voies navigables de France,"2 rue de la Quarantaine, 69321 Lyon cedex 05",https://www.lyon.fr/lieu/voies-navigables/voies-navigables-de-france,voies-navigables,initiatives,4.8234,45.7549
Institut d'Art Contemporain IAC,"11 rue du Docteur Dolard, 69100 Villeurbanne",https://www.lyon.fr/lieu/musees/institut-dart-contemporain-iac,musees,culture,4.8726153999999,45.7624992
Ecole Nationale de Musique de Villeurbanne - Salle Gérard Philipe,"46 cours de la République, 69100 Villeurbanne",https://www.lyon.fr/lieu/salles-de-concerts/ecole-nationale-de-musique-de-villeurbanne-salle-gerard-philipe,salles-de-concerts,culture,4.8738085999999,45.766984
Ecole nationale supérieure des beaux-arts,"8bis quai Saint-Vincent, 69001 Lyon",https://www.lyon.fr/lieu/conferences-et-debats/ecole-nationale-superieure-des-beaux-arts,conferences-et-debats,culture,4.816,45.7682
SERL - Société d'équipement du Rhône et de Lyon,"4 boulevard Eugène Deruelle, 69427 Lyon cedex 03",https://www.lyon.fr/lieu/equipements-divers/serl-societe-dequipement-du-rhone-et-de-lyon,equipements-divers,initiatives,4.8524,45.7625
Centre communal d'action sociale,",",https://www.lyon.fr/lieu/structures-sociales/centre-communal-daction-sociale,structures-sociales,initiatives,4.87659,45.734913
Archives Municipales de Lyon,"1  place des Archives, 69002 Lyon",https://www.lyon.fr/lieu/archives/archives-municipales-de-lyon,archives,initiatives,4.8244,45.7478
Le nOmbril du mOnde,"1 place Chardonnet, 69001 Lyon",https://www.lyon.fr/lieu/theatre/le-nombril-du-monde,theatre,divertissement,4.8344,45.7708
Chambre de Métiers et de l’Artisanat du Rhône,"10 rue Paul Montrochet, 69002 Lyon",https://www.lyon.fr/lieu/equipements-divers/chambre-de-metiers-et-de-lartisanat-du-rhone,equipements-divers,initiatives,4.8152,45.7399
Préfecture du Rhône,"Rue de Bonnel, 69003 Lyon",https://www.lyon.fr/lieu/moderne-17eme-18eme/prefecture-du-rhone,moderne-17eme-18eme,initiatives,4.8429,45.761
Parc Flesselles,"14 rue de Flesselles, 69001 Lyon",https://www.lyon.fr/lieu/parcs-stationnement/parc-flesselles,parcs-stationnement,espaces_verts,4.8264,45.771
Parc Rozier - LPA,"4 rue de l'Abbé Rozier, 69001 Lyon",https://www.lyon.fr/lieu/lyon-parc-auto/parc-rozier-lpa,lyon-parc-auto,initiatives,4.8338,45.7697
Parc Verdun,"6 cours de Verdun, 69002 Lyon",https://www.lyon.fr/lieu/parcs-stationnement/parc-verdun,parcs-stationnement,espaces_verts,4.8231,45.75
Parc Duhamel,"7 rue Duhamel, 69002 Lyon",https://www.lyon.fr/lieu/parcs-stationnement/parc-duhamel,parcs-stationnement,espaces_verts,4.8296,45.7505
Parc Bourse - LPA,"55 rue de la Bourse, 69002 Lyon",https://www.lyon.fr/lieu/lyon-parc-auto/parc-bourse-lpa,lyon-parc-auto,initiatives,4.8363,45.7645
Parc Saint-Just - LPA,"21 rue des Farges, 69005 Lyon",https://www.lyon.fr/lieu/lyon-parc-auto/parc-saint-just-lpa,lyon-parc-auto,initiatives,4.8213,45.7575
Parc Saint-Paul,"rue Saint-Paul, 69005 Lyon",https://www.lyon.fr/lieu/parcs-stationnement/parc-saint-paul,parcs-stationnement,espaces_verts,4.8271,45.7658
Parc Curie,"13 rue Curie, 69006 Lyon",https://www.lyon.fr/lieu/parcs-stationnement/parc-curie,parcs-stationnement,espaces_verts,4.859,45.7693
Parc Ney - LPA,"19 rue Ney, 69006 Lyon",https://www.lyon.fr/lieu/lyon-parc-auto/parc-ney-lpa,lyon-parc-auto,initiatives,4.8552,45.7703
Parc Vendôme - LPA,"49 rue Vauban, 69006 Lyon",https://www.lyon.fr/lieu/lyon-parc-auto/parc-vendome-lpa,lyon-parc-auto,initiatives,4.8466,45.7653
Parc Montesquieu,"17 rue Montesquieu, 69007 Lyon",https://www.lyon.fr/lieu/parcs-stationnement/parc-montesquieu,parcs-stationnement,espaces_verts,4.8409,45.7538
Village des Créateurs,"Passage Thiaffait, 69001 Lyon",https://www.lyon.fr/lieu/equipements-divers/village-des-createurs,equipements-divers,initiatives,4.8331,45.7698
Sanitaire public place Gabriel Rambaud,"1 place Gabriel Rambaud, 69001 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-gabriel-rambaud,sanitaires,initiatives,4.83015,45.768286
Sanitaire public place Ampère,"Place Ampère, 69002 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-ampere,sanitaires,initiatives,4.82873,45.753009
Sanitaire public place Carnot - Ouest,"Place Carnot - Ouest, 69002 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-carnot-ouest,sanitaires,initiatives,4.82694,45.75104
Sanitaire public place de la République,"1 place de la République, 69002 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-de-la-republique,sanitaires,initiatives,4.83574,45.761096
Sanitaire public quai des Célestins,"face au n° 8, 69002 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-quai-des-celestins,sanitaires,initiatives,4.83044,45.760401
Sanitaire public quai Maréchal Joffre,"Quai Maréchal Joffre, 69002 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-quai-marechal-joffre,sanitaires,initiatives,4.82403,45.751954
Sanitaire public quai Saint-Antoine,"Quai Saint-Antoine, 69002 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-quai-saint-antoine,sanitaires,initiatives,4.83128,45.76213
Sanitaire public quai Tilsitt,"21 quai Tilsitt, 69002 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-quai-tilsitt,sanitaires,initiatives,4.82616,45.755959
Sanitaire public avenue de Saxe,"92 avenue de Saxe, 69003 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-avenue-de-saxe,sanitaires,initiatives,4.84563,45.760413
Sanitaire public place Ballanche,"83 cours de la Liberté (immeuble Le CLIP), 69003 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-ballanche,sanitaires,initiatives,4.84298,45.755929
Sanitaire public cours Eugénie,"Cours Eugénie, 69003 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-cours-eugenie,sanitaires,initiatives,4.88763,45.74577
Sanitaire public place des Martyrs de la Résistance,"Place des Martyrs de la Résistance, 69003 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-des-martyrs-de-la-resistance,sanitaires,initiatives,4.85424,45.756777
Sanitaire public place du Château,"Place du Château, 69003 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-du-chateau,sanitaires,initiatives,4.8875,45.749794
Sanitaire public place Guichard,"Place Guichard, 69003 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-guichard,sanitaires,initiatives,4.84757,45.759466
Sanitaire public place Renaudel,"Place Renaudel, 69003 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-renaudel,sanitaires,initiatives,4.85763,45.757194
Sanitaire public quai Victor Augagneur,"Quai Victor Augagneur, 69003 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-quai-victor-augagneur,sanitaires,initiatives,4.8409,45.758923
Sanitaire public esplanade du Dauphiné,"Esplanade du Dauphiné, 69003 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-esplanade-du-dauphine,sanitaires,initiatives,4.86177,45.753822
Sanitaire public parc Sisley,"8 rue Paul Sisley, 69003 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-parc-sisley,sanitaires,initiatives,4.86857,45.751707
Sanitaire public rue Gabillot,"Rue Gabillot, 69003 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-rue-gabillot,sanitaires,initiatives,4.86463,45.757033
Sanitaire public place Aristide Briand,"Place Aristide Briand, 69003 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-aristide-briand,sanitaires,initiatives,4.8498,45.753152
Sanitaire public parc Popy,"Parc Francis Popy, 69004 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-parc-popy,sanitaires,initiatives,4.82354,45.778146
Sanitaire public rue Eugène Pons,"68 rue Eugène Pons, 69004 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-rue-eugene-pons,sanitaires,initiatives,4.8398,45.779876
Sanitaire public place de la Croix-Rousse,"21 place de la Croix-Rousse, 69004 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-de-la-croix-rousse,sanitaires,initiatives,4.8324,45.775381
Sanitaire public place Tabareau,"3 place Tabareau, 69004 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-tabareau,sanitaires,initiatives,4.8263,45.77467
Sanitaire public rue Aimé Boussange,"Rue Aimé Boussange, 69004 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-rue-aime-boussange,sanitaires,initiatives,4.83468,45.775388
Sanitaire public place Bénédict Tessier,"Place Bénédict Tessier, 69005 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-benedict-tessier,sanitaires,initiatives,4.79723,45.756131
Sanitaire public rue Cardinal Gerlier,"43 rue Cardinal Gerlier, 69005 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-rue-cardinal-gerlier,sanitaires,initiatives,4.81254,45.760888
Sanitaire public place du Père Varillon,"Sanitaire public place du Père François Varillon, 69005 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-du-pere-varillon,sanitaires,initiatives,4.81531,45.757359
Sanitaire public cours Lafayette,"Cours Lafayette, 69006 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-cours-lafayette,sanitaires,initiatives,4.8658,45.763745
Sanitaire public place Edgard Quinet,"Place Edgard Quinet, 69006 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-edgard-quinet,sanitaires,initiatives,4.8456,45.765888
Sanitaire public place Maréchal Lyautey,"Place Maréchal Lyautey, 69006 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-marechal-lyautey,sanitaires,initiatives,4.84271,45.768728
Sanitaire public place Puvis de Chavanne,"Sanitaire public place Puvis de Chavanne, 69006 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-puvis-de-chavanne,sanitaires,initiatives,4.84355,45.771422
Sanitaire public quai Général Sarrail,"Quai Général Sarrail, 69006 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-quai-general-sarrail,sanitaires,initiatives,4.8415,45.765742
Sanitaire public place Elmaleh,"Place Elmaleh, 69006 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-elmaleh,sanitaires,initiatives,4.85298,45.767167
Sanitaire public square Ancel,"Square Prosper Chappet, 69007 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-square-ancel,sanitaires,initiatives,4.83143,45.729652
Sanitaire public place Jean Macé,"Sanitaire public place Jean Macé, 69007 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-jean-mace,sanitaires,initiatives,4.84225,45.74595
Sanitaire public square Saint-Hippolyte,"Sanitaire public square Saint-Hippolite, 69008 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-square-saint-hippolyte,sanitaires,initiatives,4.86333,45.74687
Sanitaire public place Latarjet,"Sanitaire public place Latarget, 69008 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-latarjet,sanitaires,initiatives,4.88543,45.730681
Sanitaire public square Georges Bazin,"16 avenue des Acacias, 69003 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-square-georges-bazin,sanitaires,initiatives,4.88151,45.751823
Sanitaire public place Ambroise Courtois,"Place Ambroise Courtois, 69008 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-ambroise-courtois,sanitaires,initiatives,4.87125,45.744789
Sanitaire public place Marc Sangnier,"Sanitaire public place Marc Sangnier, 69008 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-marc-sangnier,sanitaires,initiatives,4.8833,45.732992
Sanitaire public place Belleville,"Place Belleville, 69008 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-belleville,sanitaires,initiatives,4.85351,45.734306
Sanitaire public place Général André,"Place Général André, 69008 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-general-andre,sanitaires,initiatives,4.87777,45.72748
Sanitaire public place Ferber,"Place Ferber, 69009 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-ferber,sanitaires,initiatives,4.80525,45.774071
Sanitaire public jardin des Saules,"Jardin des Saules, 69009 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-jardin-des-saules,sanitaires,initiatives,4.81121,45.782987
Sanitaire public place Vanderpol,"Place Alfred Vanderpol, 69009 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-vanderpol,sanitaires,initiatives,4.80788,45.773282
Sanitaire public place de Paris,"Place de Paris, 69009 Lyon",https://www.lyon.fr/lieu/sanitaires/sanitaire-public-place-de-paris,sanitaires,initiatives,4.80443,45.778987
Musée des moulages,"87 cours Gambetta, 69003 Lyon",https://www.lyon.fr/lieu/musees/musee-des-moulages,musees,culture,4.85476,45.75153
Les Petits Thou,"6-8 grande rue des Feuillants, 69001 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/les-petits-thou,etablissements-multi-accueil,petite_enfance,4.8369,45.77
Trois Petits Points,"10 Impasse Secret, 69005 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/trois-petits-points,etablissements-multi-accueil,petite_enfance,4.7945,45.7552
Canne à sucre - Relais Assistantes Maternelles,"197 cours Lafayette, 69006 Lyon",https://www.lyon.fr/lieu/relais-assistantes-maternelles/canne-sucre-relais-assistantes-maternelles,relais-assistantes-maternelles,petite_enfance,4.8593,45.7638
Monplaisir,"3 rue du premier film, 69008 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/monplaisir,etablissements-multi-accueil,petite_enfance,4.867,45.746
Préfecture du Rhône - Service inter-administratif du logement (SIAL),"33 rue Moncey, 69003 Lyon",https://www.lyon.fr/lieu/structures-sociales/prefecture-du-rhone-service-inter-administratif-du-logement-sial,structures-sociales,initiatives,4.8535,45.7542
OPAC du Rhône - Agence Lyon rive gauche,"152, grande rue de la Guillotière, 69007 Lyon",https://www.lyon.fr/lieu/opac-du-rhone/opac-du-rhone-agence-lyon-rive-gauche,opac-du-rhone,initiatives,4.8517,45.7498
OPAC du Rhône - Agence Lyon rive droite,"8, rue transversale, 69009 Lyon",https://www.lyon.fr/lieu/opac-du-rhone/opac-du-rhone-agence-lyon-rive-droite,opac-du-rhone,initiatives,4.8058,45.7794
L'Accessoire Café-Théâtre,"26 rue de l'Annonciade, 69001 Lyon",https://www.lyon.fr/lieu/theatre/laccessoire-cafe-theatre,theatre,divertissement,4.8286,45.7697
Maison de justice et du droit Lyon sud,"32 avenue Jean Mermoz, 69008 Lyon",https://www.lyon.fr/lieu/mediation/maison-de-justice-et-du-droit-lyon-sud,mediation,justice,4.8736,45.7347
Maison de justice et du droit Lyon nord,"1 rue du Chapeau-Rouge
Résidence ""Les Orcades"", 69009 Lyon",https://www.lyon.fr/lieu/mediation/maison-de-justice-et-du-droit-lyon-nord,mediation,justice,4.8071,45.7737
Eglise catholique de Saint-Rambert,"Grande rue de Saint-Rambert, 69009 Lyon",https://www.lyon.fr/lieu/eglises-catholiques/eglise-catholique-de-saint-rambert,eglises-catholiques,culte et cimetières,4.8314,45.7993
Eglise catholique Saint-Denis,"4 rue Henon, 69004 Lyon",https://www.lyon.fr/lieu/moderne-17eme-18eme/eglise-catholique-saint-denis,moderne-17eme-18eme,initiatives,4.8318,45.7797
