titres,adresses,liens,categorie,type,lon,lat
Cinéma Cifa Saint-Denis,"77 grande rue de la Croix-Rousse, 69004 Lyon",https://www.lyon.fr/lieu/cinemas-dart-et-dessai/cinema-cifa-saint-denis,cinemas-dart-et-dessai,culture,4.8323,45.78
Cinéma Bellecombe,"61 rue d'Inkermann, 69006 Lyon",https://www.lyon.fr/lieu/cinemas-dart-et-dessai/cinema-bellecombe,cinemas-dart-et-dessai,culture,4.8663,45.7658
UGC Ciné Cité Internationale,"80 quai Charles de Gaulle, 69006 Lyon",https://www.lyon.fr/lieu/cinemas-generalistes/ugc-cine-cite-internationale,cinemas-generalistes,divertissement,4.8521,45.7845
Ciné Duchère,"308 avenue Andrei Sakharov, 69009 Lyon",https://www.lyon.fr/lieu/cinemas-dart-et-dessai/cine-duchere,cinemas-dart-et-dessai,culture,4.8007,45.7883
Théâtre des Clochards Célestes,"51 rue des Tables Claudiennes, 69001 Lyon",https://www.lyon.fr/lieu/theatre/theatre-des-clochards-celestes,theatre,divertissement,4.8339,45.771
Cinéma Lumière Bellecour,"12 rue de la Barre, 69002 Lyon",https://www.lyon.fr/lieu/cinemas-dart-et-dessai/cinema-lumiere-bellecour,cinemas-dart-et-dessai,culture,4.8356,45.7575
Cinéma Lumière Terreaux,"40 rue Président Edouard Herriot, 69001 Lyon",https://www.lyon.fr/lieu/cinemas-dart-et-dessai/cinema-lumiere-terreaux,cinemas-dart-et-dessai,culture,4.8342,45.7653
Espace 44,"44 rue Burdeau, 69001 Lyon",https://www.lyon.fr/lieu/theatre/espace-44,theatre,divertissement,4.835,45.7705
Espace Gerson,"1 place Gerson, 69005 Lyon",https://www.lyon.fr/lieu/theatre/espace-gerson,theatre,divertissement,4.8264,45.7667
L'espace Marcel Achard,"112 avenue Maréchal Foch, 69110 Sainte Foy-lès-Lyon",https://www.lyon.fr/lieu/centres-culturels-pluridisciplinaires/lespace-marcel-achard,centres-culturels-pluridisciplinaires,culture,4.79933,45.742793
Cinéma Lumière Fourmi,"68 rue Pierre Corneille, 69003 Lyon",https://www.lyon.fr/lieu/cinemas-dart-et-dessai/cinema-lumiere-fourmi,cinemas-dart-et-dessai,culture,4.8436764,45.7632535
Guignol un Gone de Lyon - Compagnie Daniel Streble,"65 boulevard des Canuts, 69004 Lyon",https://www.lyon.fr/lieu/theatre/guignol-un-gone-de-lyon-compagnie-daniel-streble,theatre,divertissement,4.8272,45.7804
Halle Tony Garnier,"20 place Docteurs Charles et Christophe Mérieux, 69007 Lyon",https://www.lyon.fr/lieu/salles-de-concerts/halle-tony-garnier,salles-de-concerts,culture,4.825,45.7307
Le Hot Club,"26 rue Lanterne, 69001 Lyon",https://www.lyon.fr/lieu/salles-de-concerts/le-hot-club,salles-de-concerts,culture,4.8319,45.7656
Institut Lumière,"25 rue du premier Film, 69008 Lyon",https://www.lyon.fr/lieu/cinemas-dart-et-dessai/institut-lumiere,cinemas-dart-et-dessai,culture,4.87,45.745
Le Croiseur,"4 rue Croix Barret, 69007 Lyon",https://www.lyon.fr/lieu/danse/le-croiseur,danse,culture,4.8403,45.7367
Cinéma - Le Cinéma,"18 rue St Polycarpe, 69001 Lyon",https://www.lyon.fr/lieu/cinemas-dart-et-dessai/cinema-le-cinema,cinemas-dart-et-dessai,culture,4.8337,45.7685
Cinéma Opéra,"6 rue Joseph Serlin, 69001 Lyon",https://www.lyon.fr/lieu/cinemas-dart-et-dessai/cinema-opera,cinemas-dart-et-dessai,culture,4.835,45.7673
Le Radiant-Bellevue,"1 rue Jean Moulin, 69300 Caluire",https://www.lyon.fr/lieu/salles-de-concerts/le-radiant-bellevue,salles-de-concerts,culture,4.8429846,45.797929
Théâtre des Célestins,"4 rue Charles Dullin, 69002 Lyon",https://www.lyon.fr/lieu/theatre/theatre-des-celestins,theatre,divertissement,4.8314,45.7599
Maison de la Danse,"8 avenue Jean Mermoz, 69008 Lyon",https://www.lyon.fr/lieu/danse/maison-de-la-danse,danse,culture,4.8719,45.7353
La Marquise,"20 quai Victor Augagneur, 69003 Lyon",https://www.lyon.fr/lieu/cafes-concert/la-marquise,cafes-concert,culture,4.8411,45.7587
Médiathèque de Vaise,"Place Valmy, 69009 Lyon",https://www.lyon.fr/lieu/bibliotheques/mediatheque-de-vaise,bibliotheques,culture,4.804,45.7755
Musée africain,"150 Cours Gambetta, 69007 Lyon",https://www.lyon.fr/lieu/musees/musee-africain,musees,culture,4.857,45.75
Musée d'Art Contemporain,"81 Quai Charles de Gaulle, 69006 Lyon",https://www.lyon.fr/lieu/musees/musee-dart-contemporain,musees,culture,4.8524,45.7842
Musée de Fourvière,"8 Place de Fourvière, 69005 Lyon",https://www.lyon.fr/lieu/musees/musee-de-fourviere,musees,culture,4.8225,45.7619
Musée de l'imprimerie et de la communication graphique,"13 rue de la Poulaillerie, 69002 Lyon",https://www.lyon.fr/lieu/musees/musee-de-limprimerie-et-de-la-communication-graphique,musees,culture,4.8347,45.7642
Lugdunum - Musée et théâtres romains,"17 rue Cléberg, 69005 Lyon",https://www.lyon.fr/lieu/musees/lugdunum-musee-et-theatres-romains,musees,culture,4.8,45.7604
Atelier municipal de passementerie,"21 rue Richan, 69004 Lyon",https://www.lyon.fr/lieu/musees/atelier-municipal-de-passementerie,musees,culture,4.8368,45.7802
Le Complexe du Rire,"7 rue des Capucins, 69001 Lyon",https://www.lyon.fr/lieu/theatre/le-complexe-du-rire,theatre,divertissement,4.8328,45.7692
Le Citron,"20, rue Saint Georges, 69005 Lyon",https://www.lyon.fr/lieu/cafes-concert/le-citron,cafes-concert,culture,4.8253,45.7586
Ecole de cirque de Lyon,"29 rue de Ménival, 69005 Lyon",https://www.lyon.fr/lieu/ecoles-denseignement-artistique/ecole-de-cirque-de-lyon,ecoles-denseignement-artistique,enseignement,4.7841,45.7567
Musée de l'automobile Henri Malartre,"645 rue du Musée, 69270 Rochetaillée sur Saône",https://www.lyon.fr/lieu/musees/musee-de-lautomobile-henri-malartre,musees,culture,4.837454,45.8450414
Musée des automates,"100 rue St Georges, 69245 Lyon cedex 05",https://www.lyon.fr/lieu/musees/musee-des-automates,musees,culture,4.824,45.7562
Musée des Beaux-Arts de Lyon,"Palais Saint-Pierre
20 place des Terreaux, 69001 Lyon",https://www.lyon.fr/lieu/musees/musee-des-beaux-arts-de-lyon,musees,culture,4.8336,45.7666
CFPM -  Centre de Formation Professionnelle de la Musique,"425 cours Émile Zola, 69100 Villeurbanne",https://www.lyon.fr/lieu/formations-aux-metiers-de-la-culture/cfpm-centre-de-formation-professionnelle-de-la-musique,formations-aux-metiers-de-la-culture,enseignement,4.9115467,45.7639108
Cefedem Auvergne-Rhône-Alpes,"14 rue Palais Grillet, 69226 Lyon cedex 02",https://www.lyon.fr/lieu/formations-aux-metiers-de-la-culture/cefedem-auvergne-rhone-alpes,formations-aux-metiers-de-la-culture,enseignement,4.8351,45.7626
Scène formations,"58 rue magenta, 69100 Villeurbanne",https://www.lyon.fr/lieu/ecoles-denseignement-artistique/scene-formations,ecoles-denseignement-artistique,enseignement,4.8401,45.7364
Musée des tissus et des arts décoratifs,"34 rue de la Charité, 69002 Lyon",https://www.lyon.fr/lieu/musees/musee-des-tissus-et-des-arts-decoratifs,musees,culture,4.8312,45.7533
Le musée d'histoire de la médecine et de la pharmacie,"8 avenue Rockefeller, 69008 Lyon",https://www.lyon.fr/lieu/musees/le-musee-dhistoire-de-la-medecine-et-de-la-pharmacie,musees,culture,4.8804,45.7413
Musée du chapeau,"31 rue Martouret, 42140 Chazelles-sur-Lyon",https://www.lyon.fr/lieu/musees/musee-du-chapeau,musees,culture,4.3940893999999,45.6383038
Musées Gadagne,"1 place du petit Collège, 69005 Lyon",https://www.lyon.fr/lieu/musees/musees-gadagne,musees,culture,4.8275,45.7641
Ecole Nationale Supérieure des Arts et Techniques du Théâtre,"4 rue Soeur Bouvier, 69322 Lyon cedex 05",https://www.lyon.fr/lieu/ecoles-et-instituts-denseignement-superieur/ecole-nationale-superieure-des-arts-et-techniques,ecoles-et-instituts-denseignement-superieur,enseignement,4.8113,45.7533
Musée urbain Tony Garnier,"4 rue des Serpollières, 69008 Lyon",https://www.lyon.fr/lieu/musees/musee-urbain-tony-garnier,musees,culture,4.863,45.7335
Musée des Confluences,"86 quai Perrache, 69002 Lyon",https://www.lyon.fr/lieu/musees/musee-des-confluences,musees,culture,4.8181,45.733
Cour d'Assises de Lyon,"1 rue du Palais de Justice, 69005 Lyon",https://www.lyon.fr/lieu/tribunaux/cour-dassises-de-lyon,tribunaux,justice,4.8281,45.7622
Ninkasi,"267 rue Marcel Mérieux, 69007 Lyon",https://www.lyon.fr/lieu/salles-de-concerts/ninkasi,salles-de-concerts,culture,4.8305,45.7282
Opéra national de Lyon,"1 place de la Comédie, 69001 Lyon",https://www.lyon.fr/lieu/salles-de-concerts/opera-national-de-lyon,salles-de-concerts,culture,4.836,45.7678
Centre social Langlet Santy Monplaisir La Plaine,"96 avenue Paul Santy, 69008 Lyon",https://www.lyon.fr/lieu/centres-sociaux/centre-social-langlet-santy-monplaisir-la-plaine,centres-sociaux,animations,4.8745,45.7298
Amphi de l'Opéra national de Lyon,"1 place de la Comédie, 69001 Lyon",https://www.lyon.fr/lieu/salles-de-concerts/amphi-de-lopera-national-de-lyon,salles-de-concerts,culture,4.8364,45.7677
Cinéma Pathé Bellecour,"79 rue de la République, 69002 Lyon",https://www.lyon.fr/lieu/cinemas-generalistes/cinema-pathe-bellecour,cinemas-generalistes,divertissement,4.8348,45.7587
Petit théâtre de poche,"17 rue Juiverie, 69005 Lyon",https://www.lyon.fr/lieu/theatre/petit-theatre-de-poche,theatre,divertissement,4.8274,45.7651
Maison pour tous - Salle des Rancy,"249 rue Vendôme, 69003 Lyon",https://www.lyon.fr/lieu/maisons-des-jeunes-et-de-la-culture/maison-pour-tous-salle-des-rancy,maisons-des-jeunes-et-de-la-culture,culture,4.8477,45.756
Salons d'Exposition du Palais Bondy,"18 quai de Bondy, 69005 Lyon",https://www.lyon.fr/lieu/salles-municipales-louer/salons-dexposition-du-palais-bondy,salles-municipales-louer,animations,4.8287,45.7659
Salle Varèse - CNSMD,"3 quai Chauveau, 69009 Lyon",https://www.lyon.fr/lieu/salles-de-concerts/salle-varese-cnsmd,salles-de-concerts,culture,4.8125,45.7689
Les Subsistances,"8 bis quai Saint Vincent, 69001 Lyon",https://www.lyon.fr/lieu/danse/les-subsistances,danse,culture,4.8168,45.7682
Théâtre de la Croix-Rousse,"Place Joannès Ambre, 69004 Lyon",https://www.lyon.fr/lieu/theatre/theatre-de-la-croix-rousse,theatre,divertissement,4.8331,45.7809
Théâtre Tête d'Or,"60 avenue Maréchal de Saxe, 69003 Lyon",https://www.lyon.fr/lieu/theatre/theatre-tete-dor,theatre,divertissement,4.844,45.7632
Service archéologique municipal,"10 rue Neyret, 69001 Lyon",https://www.lyon.fr/lieu/services-ville-de-lyon/service-archeologique-municipal,services-ville-de-lyon,initiatives,4.829,45.7713
Théâtre Nouvelle Génération - TNG,"23 rue de Bourgogne, 69009 Lyon",https://www.lyon.fr/lieu/theatre/theatre-nouvelle-generation-tng,theatre,divertissement,4.8033,45.777
Théâtre des Marronniers,"7 rue des Marronniers, 69002 Lyon",https://www.lyon.fr/lieu/theatre/theatre-des-marronniers,theatre,divertissement,4.834,45.7571
Nouveau Théâtre du 8ème,"22 rue commandant Pégout, 69008 Lyon",https://www.lyon.fr/lieu/theatre/nouveau-theatre-du-8eme,theatre,divertissement,4.8679,45.7302
Théâtre du Point du Jour,"7 rue des Aqueducs, 69005 Lyon",https://www.lyon.fr/lieu/theatre/theatre-du-point-du-jour,theatre,divertissement,4.7962,45.7571
Théâtre Le Comoedia,"32 quai Arloing, 69009 Lyon",https://www.lyon.fr/lieu/theatre/theatre-le-comoedia,theatre,divertissement,4.8118,45.771026
Théâtre Le Guignol de Lyon,"2, rue Louis Carrand, 69005 Lyon",https://www.lyon.fr/lieu/theatre/theatre-le-guignol-de-lyon,theatre,divertissement,4.8285,45.7656
Théâtre Nouvelle Génération - Les Ateliers,"5 rue du Petit David, 69002 Lyon",https://www.lyon.fr/lieu/theatre/theatre-nouvelle-generation-les-ateliers,theatre,divertissement,4.8324,45.762
Transbordeur,"3 boulevard Stalingrad, 69100 Villeurbanne",https://www.lyon.fr/lieu/salles-de-concerts/transbordeur,salles-de-concerts,culture,4.8603984,45.7839103
Cinéma UGC Part-Dieu 1,"32 boulevard Eugène Deruelle, 69003 Lyon",https://www.lyon.fr/lieu/cinemas-generalistes/cinema-ugc-part-dieu-1,cinemas-generalistes,divertissement,4.8556,45.7618
Cinéma UGC Part-Dieu 3,"32 boulevard Eugène Deruelle, 69003 Lyon",https://www.lyon.fr/lieu/cinemas-generalistes/cinema-ugc-part-dieu-3,cinemas-generalistes,divertissement,4.855,45.7617
Villa Gillet,"25 rue Chazière, 69004 Lyon",https://www.lyon.fr/lieu/centres-culturels-pluridisciplinaires/villa-gillet,centres-culturels-pluridisciplinaires,culture,4.8166,45.7752
Maison de l'enfance Lyon 3e Est,"274 rue Paul Bert, 69003 Lyon",https://www.lyon.fr/lieu/maisons-de-lenfance/maison-de-lenfance-lyon-3e-est,maisons-de-lenfance,petite_enfance,4.8705,45.7563
Maison de l'enfance du 6e,"34 rue Waldeck Rousseau, 69006 Lyon",https://www.lyon.fr/lieu/maisons-de-lenfance/maison-de-lenfance-du-6e,maisons-de-lenfance,petite_enfance,4.8579,45.7661
La Chrysalide,"16 boulevard Antoine de Saint-Exupéry, 69009 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/la-chrysalide,etablissements-multi-accueil,petite_enfance,4.8084,45.7717
Baby Nursery,"22 avenue Rockefeller, 69008 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/baby-nursery,etablissements-multi-accueil,petite_enfance,4.8833,45.7413
Le Jardin d'Ainay,"9 rue d'Enghien, 69002 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/le-jardin-dainay,etablissements-multi-accueil,petite_enfance,4.8268,45.7527
Les Bébés bilingues,"83 avenue Debourg, 69007 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/les-bebes-bilingues,etablissements-multi-accueil,petite_enfance,4.835,45.7315
Les Canaillous,"25 rue Jaboulay, 69007 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/les-canaillous,etablissements-multi-accueil,petite_enfance,4.8376,45.7486
Les Coccinelles,"86 rue  Feuillat, 69008 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/les-coccinelles,etablissements-multi-accueil,petite_enfance,4.8742,45.7438
Pierre et le Loup,"55 avenue Jean Mermoz, 69008 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/pierre-et-le-loup,etablissements-multi-accueil,petite_enfance,4.8759,45.7345
Les P'tits pas,"25 rue Victorien Sardou, 69007 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/les-ptits-pas,etablissements-multi-accueil,petite_enfance,4.8548,45.7488
L'Ours en peluche,"21 rue Emile Duport, 69009 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/lours-en-peluche,etablissements-multi-accueil,petite_enfance,4.8103,45.7845
Popy,"33 rue Henri Gorjus, 69004 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/popy,etablissements-multi-accueil,petite_enfance,4.8233,45.7781
Saint Bernard Boulevard,"171 boulevard de la Croix-Rousse, 69004 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/saint-bernard-boulevard,etablissements-multi-accueil,petite_enfance,4.8347,45.7751
Saint-Bernard Vaucanson,"15 rue Vaucanson, 69001 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/saint-bernard-vaucanson,etablissements-multi-accueil,petite_enfance,4.8336,45.7733
Viviani,"19 ter avenue Viviani, 69008 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/viviani,etablissements-multi-accueil,petite_enfance,4.8671,45.7259
Saint Rambert,"4 rue Sylvain Simondan, 69009 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/saint-rambert,etablissements-multi-accueil,petite_enfance,4.8253,45.8022
Le Cocon de Blandine,"7 rue Marc Antoine Petit, 69002 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/le-cocon-de-blandine,etablissements-multi-accueil,petite_enfance,4.8242,45.7455
Allix - 5e,"27, rue commandant Charcot, 69005 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/allix-5e,etablissements-multi-accueil,petite_enfance,4.8043,45.7524
Alysé,"26 rue Bouteille, 69001 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/alyse,etablissements-multi-accueil,petite_enfance,4.829,45.7691
Arlequin,"258 rue Paul Bert, 69003 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/arlequin,etablissements-multi-accueil,petite_enfance,4.8685,45.7565
Au Diapason,"6 rue du Diapason, 69003 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/au-diapason,etablissements-multi-accueil,petite_enfance,4.8566,45.7516
Mini-Home Laënnec,"63 rue Laënnec, 69008 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/mini-home-laennec,etablissements-multi-accueil,petite_enfance,4.883,45.7398
Chardonnet,"2 place Chardonnet, 69001 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/chardonnet,etablissements-multi-accueil,petite_enfance,4.8344,45.7707
Graines de Malice,"73 rue Jean Sarrazin, 69008 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/graines-de-malice,etablissements-multi-accueil,petite_enfance,4.8655,45.7307
Barbusse,"46 - 48 rue Henri Barbusse, 69008 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/barbusse,etablissements-multi-accueil,petite_enfance,4.854,45.7302
Justin Justine,"31 rue des Farges, 69005 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/justin-justine,etablissements-multi-accueil,petite_enfance,4.8206,45.7566
Le Chantoiseau,"128 rue Commandant Charcot, 69005 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/le-chantoiseau,etablissements-multi-accueil,petite_enfance,4.7907,45.7479
Pain d'épices,"24 rue de la Métallurgie, 69003 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/pain-depices,etablissements-multi-accueil,petite_enfance,4.8712,45.7541
Le Nid d'anges,"52 rue Garibaldi, 69006 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/le-nid-danges,etablissements-multi-accueil,petite_enfance,4.8499,45.7704
Les Carpillons,"7 rue Camille Roy, 69007 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/les-carpillons,etablissements-multi-accueil,petite_enfance,4.8446,45.745
Montchatons Acacias,"17 avenue des Acacias, 69003 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/montchatons-acacias,etablissements-multi-accueil,petite_enfance,4.8813,45.7515
Ile des enfants,"7 place des Pavillons, 69007 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/ile-des-enfants,etablissements-multi-accueil,petite_enfance,4.8295,45.7292
Océane,"12 rue Notre Dame, 69006 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/oceane,etablissements-multi-accueil,petite_enfance,4.8678,45.7657
Lumière,"144 avenue des Frères Lumière, 69008 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/lumiere,etablissements-multi-accueil,petite_enfance,4.8713,45.7432
Mini-Home Frimousse,"34 rue Waldeck Rousseau, 69006 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/mini-home-frimousse,etablissements-multi-accueil,petite_enfance,4.8579,45.766
La Baleine,"5 place du Petit Collège, 69005 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/la-baleine,etablissements-multi-accueil,petite_enfance,4.827,45.7636
Pom'Cannelle,"10 bis rue Antoine Lumière, 69008 Lyon",https://www.lyon.fr/lieu/etablissements-multi-accueil/pomcannelle,etablissements-multi-accueil,petite_enfance,4.8697,45.7433
